Sum of Budget($),country,Year,Quarter,Month,Day,Genre,orig_lang,Sum of Revenue($),Sum of score,Title
20000000,US,2007,Qtr 3,August,31,"Action, Crime, Drama, Thriller", English,16907831,67,Death Sentence
118800000,US,2007,Qtr 3,September,4,"Animation, Family, Fantasy", English,439832736,66,Disney Princess Enchanted Tales: Follow Your Dreams
125800000,US,2007,Qtr 3,September,4,"Family, Comedy, Animation, Adventure, Mystery", English,738390235,76,"Chill Out, Scooby-Doo!"
23890000,US,2007,Qtr 3,September,7,"Comedy, Music, Romance", English,2945242,59,Romance & Cigarettes
115500000,US,2007,Qtr 3,September,18,"Animation, Family", English,425732546,72,Barbie as the Island Princess
167540000,US,2007,Qtr 3,September,25,"", English,175269999,0,Halo 3 Essentials
15000000,US,2007,Qtr 3,September,27,"Action, Drama, Romance, Thriller", Chinese,67091915,72,"Lust, Caution"
27000000,US,2007,Qtr 3,September,29,"Crime, Drama, Thriller", English,4485485,66,Flawless
116400000,US,2007,Qtr 4,October,2,"Animation, Family, Comedy", English,187299322,69,Tom and Jerry: A Nutcracker Tale
25000000,US,2007,Qtr 4,October,3,"Thriller, Crime, Drama, Horror", English,31635150,67,The Girl Next Door
45000000,US,2007,Qtr 4,October,4,"Drama, Romance", English,31077418,66,Love in the Time of Cholera
73380000,US,2007,Qtr 4,October,12,"Drama, Family, Fantasy, TV Movie", English,694005046,68,Twitches Too
23500000,US,2007,Qtr 4,October,19,"Animation, Drama, Family, History", English,86485836,104,The Ten Commandments
4500000,US,2007,Qtr 4,October,20,"Horror, Thriller", English,1798418,55,Boogeyman 2
140400000,US,2007,Qtr 4,October,26,"Action, Science Fiction, War", English,345422836,61,Halo: Landfall
112800000,US,2007,Qtr 4,November,6,"Animation, Family", English,356126925,67,Your Friend the Rat
3500000,US,2007,Qtr 4,November,9,"Horror, Thriller", English,7766240,62,P2
5000000,US,2007,Qtr 4,November,15,"Comedy, Drama, Romance", English,346592,61,Meet Bill
116500000,US,2007,Qtr 4,November,17,"Animation, Adventure, Family"," Spanish, Castilian",636383185,46,The Ark
101940000,US,2007,Qtr 4,November,21,"Action, Family, Science Fiction", English,365965193,58,Ben 10: Race Against Time
13000000,US,2007,Qtr 4,November,21,"Horror, Science Fiction, Thriller", English,57189408,69,The Mist
12000000,US,2007,Qtr 4,November,27,"Crime, Drama, Horror, Thriller", English,5285197,65,Whisper
8600000,US,2007,Qtr 4,November,30,"Thriller, Crime, Mystery", English,32968648,65,Awake
2000000,US,2007,Qtr 4,December,7,"Crime, Drama, Horror", English,27414351,73,An American Crime
20000000,US,2007,Qtr 4,December,7,"Drama, Music", English,4001121,66,I'm Not There
38000000,US,2007,Qtr 4,December,17,"Adventure, Action, Comedy, Romance", English,5473041,45,Virgin Territory
148560000,US,2007,Qtr 4,December,18,"Comedy, Documentary", English,662038398,61,Jackass 2.5
15000000,US,2007,Qtr 4,December,27,drama, English,30261293,72,The Great Debaters
139800000,US,2008,Qtr 1,January,1,"", Japanese,1430410849,85,Secrets of a Desperate Housewife
96800000,US,2008,Qtr 1,January,1,"Drama, TV Movie", English,436644599,78,Front of the Class
91400000,US,2008,Qtr 1,January,1,"Family, Animation, Comedy", English,406352524,61,Unstable Fables: 3 Pigs & a Baby
22000000,US,2008,Qtr 1,January,17,"Action, Comedy, Crime", English,25044057,65,Mad Money
7000000,US,2008,Qtr 1,February,1,"Documentary, Music", English,70642966,60,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert
12000000,US,2008,Qtr 1,February,1,"Drama, Horror, Thriller", English,57577765,58,The Eye
27500000,US,2008,Qtr 1,February,8,"Comedy, Drama", English,43607627,61,Welcome Home Roscoe Jenkins
7000000,US,2008,Qtr 1,February,14,"Comedy, Romance", English,55617866,69,"Definitely, Maybe"
825000,US,2008,Qtr 1,February,19,"Comedy, Romance, Drama", English,15327010,55,After Sex
3500000,US,2008,Qtr 1,February,26,"Action, Adventure, Animation, Science Fiction, Family", English,5231128,68,Justice League: The New Frontier
123000000,US,2008,Qtr 1,February,26,"Animation, Fantasy, Family", English,544213600,67,Barbie Mariposa
8500000,US,2008,Qtr 1,March,4,"Action, Crime, Thriller", English,41221919,60,The Shepherd: Border Patrol
500000,US,2008,Qtr 1,March,18,"Action, Science Fiction, Adventure", English,1261937,41,War of the Worlds 2: The Next Wave
21500000,US,2008,Qtr 2,April,8,"Horror, Thriller, Action", English,34004262,104,Day of the Dead
109000000,US,2008,Qtr 2,April,18,"Comedy, Horror", English,863034975,48,Zombie Strippers!
5838800,US,2008,Qtr 2,May,9,drama, English,44852,59,The Babysitters
111440000,US,2008,Qtr 2,May,16,"Documentary, Drama", English,434220853,68,Tyson
5000000,US,2008,Qtr 2,May,25,"Horror, Thriller, Drama, Mystery", English,124048,61,The Echo
9000000,US,2008,Qtr 2,May,30,"Horror, Mystery, Thriller", English,83051676,61,The Strangers
142000000,US,2008,Qtr 2,June,20,"Family, Music, Comedy, Drama, TV Movie, Romance", English,426559612,64,Camp Rock
45000000,US,2008,Qtr 3,July,1,"Action, Adventure, Science Fiction, Fantasy", English,243180937,40,Journey to the Center of the Earth
98800000,US,2008,Qtr 3,July,15,documentary, English,580810040,75,Batman Unmasked: The Psychology of 'The Dark Knight'
61460000,US,2008,Qtr 3,July,18,"Drama, Family, Fantasy", Chinese,550973851,74,The Secret of the Magic Gourd
43160000,US,2008,Qtr 3,July,25,"Comedy, Drama, Family, Romance", English,14924998,64,"Angus, Thongs and Perfect Snogging"
117000000,US,2008,Qtr 3,July,26,"Action, Horror, Adventure", English,524253076,48,Anaconda 3: Offspring
27000000,US,2008,Qtr 3,August,6,"Adventure, Comedy, Drama", English,44270131,62,The Sisterhood of the Traveling Pants 2
15000000,US,2008,Qtr 3,August,7,"Horror, Mystery, Fantasy", English,3533227,61,The Midnight Meat Train
119400000,US,2008,Qtr 3,August,15,"Adventure, Action", English,500107045,76,The Flyboys
16000000,US,2008,Qtr 3,August,15,"Drama, Romance", English,104504817,68,Vicky Cristina Barcelona
15000000,US,2008,Qtr 3,August,20,"Comedy, Music", English,8767338,60,The Rocker
68500000,US,2008,Qtr 3,August,24,documentary, English,280052393,58,9to5: Days in Porn
53620000,US,2008,Qtr 3,September,2,"Animation, Family, Action, Adventure, Science Fiction", English,3800000,69,Next Avengers: Heroes of Tomorrow
132800000,US,2008,Qtr 3,September,5,History," Spanish, Castilian",545186295,44,La conjura de El Escorial
123000000,US,2008,Qtr 3,September,19,"Comedy, Drama, Romance", Cantonese,644020233,57,The Forbidden Legend: Sex & Chopsticks
500000,US,2008,Qtr 3,September,26,"Drama, Romance", English,33473297,76,Fireproof
20000000,US,2008,Qtr 4,October,3,"Comedy, Family, Adventure, Romance", English,154218168,53,Beverly Hills Chihuahua
10000000,US,2008,Qtr 4,October,3,"Comedy, Music, Drama", English,33886017,65,Nick and Norah's Infinite Playlist
5000000,US,2008,Qtr 4,October,7,"Crime, Thriller, Horror", English,48763623,55,Joy Ride 2: Dead Ahead
118000000,US,2008,Qtr 4,October,28,"Animation, Horror, Science Fiction, Thriller", English,550246804,61,Dead Space: Downfall
27642400,US,2008,Qtr 4,November,4,"Animation, Family", English,4496912,71,Barbie in 'A Christmas Carol'
75600000,US,2008,Qtr 4,November,6,"Comedy, Romance", English,360738075,59,Another Gay Sequel: Gays Gone Wild!
40000000,US,2008,Qtr 4,November,7,"Comedy, Music", English,12345883,62,Soul Men
144200000,US,2008,Qtr 4,November,8,"Animation, Family, Action", English,630310770,67,Kung Fu Panda: Secrets of the Furious Five
120400000,US,2008,Qtr 4,November,8,"Comedy, Family", English,461753653,68,iCarly: iGo to Japan
116000000,US,2008,Qtr 4,November,21,"Animation, Comedy, Family", English,245087577,62,Tokyo Mater
120400000,US,2008,Qtr 4,December,5,"Comedy, TV Movie", English,355012205,74,"Merry Christmas, Drake & Josh"
208000000,US,2008,Qtr 4,December,7,"Adventure, Animation, Comedy, Fantasy, Mystery", English,791131156,85,Adventure Time
45000000,US,2008,Qtr 4,December,19,"Drama, Romance", English,79604820,70,Revolutionary Road
124600000,US,2008,Qtr 4,December,26,"Family, Comedy", English,404605096,52,Beethoven's Big Break
96400000,US,2009,Qtr 1,January,1,"Action, Adventure, Drama, Thriller", English,718575823,67,Tornado Valley
25000000,US,2009,Qtr 1,January,9,"Action, Thriller, Crime", English,146955379,59,Thick as Thieves
16000000,US,2009,Qtr 1,January,9,"Horror, Thriller, Mystery", English,78208812,52,The Unborn
97000000,US,2009,Qtr 1,January,9,"Science Fiction, Thriller, Drama, Crime", English,477116500,54,The Butterfly Effect 3: Revelations
13000000,US,2009,Qtr 1,January,18,"Comedy, Crime, Drama, Romance", English,20768906,64,I Love You Phillip Morris
30000000,US,2009,Qtr 1,February,3,comedy, English,103971,64,Private Valentine: Blonde & Dangerous
79600000,US,2009,Qtr 1,February,3,"Comedy, Adventure, Drama, Family", English,598541076,58,Space Buddies
20000000,US,2009,Qtr 1,February,6,"Crime, Drama, Horror, Mystery, Thriller", English,1017401,59,Horsemen
101400000,US,2009,Qtr 1,February,7,drama, English,569937260,78,Gifted Hands: The Ben Carson Story
17550000,US,2009,Qtr 1,February,13,horror, English,152424838,114,Friday the 13th
50000000,US,2009,Qtr 1,February,27,"Action, Adventure, Science Fiction, Thriller", English,12660287,44,Street Fighter: The Legend of Chun-Li
117000000,US,2009,Qtr 1,February,27,"Action, Horror, Adventure", English,524253076,48,Anacondas: Trail of Blood
25000000,US,2009,Qtr 1,February,27,"Crime, Drama", English,1037335,61,Crossing Over
150000000,US,2009,Qtr 1,March,3,"Action, Adventure, Animation, Fantasy, Science Fiction", English,817691766,72,Wonder Woman
6000000,US,2009,Qtr 1,March,13,"Comedy, Romance", English,4713059,55,Miss March
15087000,US,2009,Qtr 1,March,13,"Crime, Thriller, Horror, Drama", English,49626243,128,The Last House on the Left
30000000,US,2009,Qtr 1,March,15,"Horror, Thriller", English,90810892,64,Drag Me to Hell
5239000,US,2009,Qtr 1,March,20,"Drama, Action, Thriller, Crime"," Spanish, Castilian",5102705,76,Sin Nombre
10000000,US,2009,Qtr 1,March,27,"Thriller, Horror", English,77527732,62,The Haunting in Connecticut
79500000,US,2009,Qtr 2,April,12,documentary, English,708023892,74,Star Trek: The Captains' Summit
106000000,US,2009,Qtr 2,April,19,"Drama, War", English,144565535,73,The Courageous Heart of Irena Sendler
25000000,US,2009,Qtr 2,April,24,action, English,32831707,59,Fighting
20000000,US,2009,Qtr 2,April,24,"Drama, Thriller", English,73964713,58,Obsessed
4000000,US,2009,Qtr 2,April,28,"Thriller, Crime, Science Fiction, Mystery", English,4100000,44,S. Darko
8000000,US,2009,Qtr 2,May,1,"Horror, Action, Thriller", English,25193614,59,The Tournament
5000000,US,2009,Qtr 2,May,12,"Mystery, Horror, Thriller", English,38610009,54,The Grudge 3
138400000,US,2009,Qtr 2,May,20,"Thriller, Action", Cantonese,490985494,66,Vengeance
25000000,US,2009,Qtr 2,May,22,"Music, Comedy, Action", English,32224624,46,Dance Flick
111800000,US,2009,Qtr 2,May,28,"Animation, Family, Comedy", English,750742413,78,Partly Cloudy
6000000,US,2009,Qtr 2,June,2,comedy, English,20543,54,Van Wilder: Freshman Year
17000000,US,2009,Qtr 2,June,5,"Comedy, Romance", English,20477425,61,My Life in Ruins
14000000,US,2009,Qtr 2,June,8,"Thriller, Mystery, Adventure", English,22815460,63,A Perfect Getaway
8000000,US,2009,Qtr 2,June,9,"Comedy, Romance", English,2862234,49,Baby on Board
92400000,US,2009,Qtr 2,June,12,"Horror, Thriller, Mystery", English,311918068,57,The Hills Run Red
55000000,US,2009,Qtr 2,June,19,"Comedy, Family", English,22438144,60,Imagine That
119100000,US,2009,Qtr 2,June,26,"Family, TV Movie, Comedy, Drama", English,606874005,66,Princess Protection Program
18000000,US,2009,Qtr 3,July,10,"Comedy, Romance", English,16382538,59,"I Love You, Beth Cooper"
86600000,US,2009,Qtr 3,July,21,"Action, Drama, Thriller", English,745424434,75,Prison Break: The Final Break
95000000,US,2009,Qtr 3,July,21,horror, English,338365977,53,Messengers 2: The Scarecrow
3000000,US,2009,Qtr 3,July,25,"Horror, Action, TV Movie", English,3690228,43,Malibu Shark Attack
3500000,US,2009,Qtr 3,July,28,"Action, Adventure, Animation, Fantasy, Science Fiction", English,266970290,69,Green Lantern: First Flight
45000000,US,2009,Qtr 3,July,31,"Adventure, Comedy, Family, Fantasy, Science Fiction", English,59551283,57,Aliens in the Attic
3000000,US,2009,Qtr 3,July,31,"Horror, Thriller", English,10473836,66,The Collector
149200000,US,2009,Qtr 3,August,1,"Comedy, Crime, Mystery, Romance", English,918273543,48,Busty Cops: Protect and Serve!
10000000,US,2009,Qtr 3,August,20,"Comedy, Romance, Drama", English,295750,66,World's Greatest Dad
5000000,US,2009,Qtr 3,August,21,horror, English,3898854,45,Cabin Fever 2: Spring Fever
108000000,US,2009,Qtr 3,August,24,"Action, Adventure, Animation, Family, Science Fiction", English,535664841,58,Bionicle: The Legend Reborn
148000000,US,2009,Qtr 3,August,28,"Family, TV Movie, Adventure, Comedy, Drama, Fantasy, Action", English,623873271,66,Wizards of Waverly Place: The Movie
2500000,US,2009,Qtr 3,August,28,horror, English,25533818,54,Halloween II
10880000,US,2009,Qtr 3,September,4,"Action, Drama, Horror, Science Fiction, Thriller", English,5802422,61,Carriers
167540000,US,2009,Qtr 3,September,8,"", English,175269999,0,Super Mario Bros. Mix
35000000,US,2009,Qtr 3,September,9,"Action, Crime, Mystery, Thriller", English,12254746,55,Whiteout
12500000,US,2009,Qtr 3,September,11,"Horror, Mystery", English,26735797,55,Sorority Row
69200000,US,2009,Qtr 3,September,12,comedy, English,160644775,41,Hole in One
3700000,US,2009,Qtr 3,September,15,"Action, Drama, Thriller", English,53682168,74,Blood and Bone
115500000,US,2009,Qtr 3,September,15,"Animation, Family", English,425732546,72,Barbie and the Three Musketeers
4500000,US,2009,Qtr 3,September,26,"Horror, Thriller, TV Movie", English,2264859,45,Children of the Corn
96600000,US,2009,Qtr 3,September,29,"Science Fiction, Animation, Action, Adventure, Family", English,408896201,70,Superman/Batman: Public Enemies
138000000,US,2009,Qtr 3,September,30,comedy, English,121005503,51,Deep in the Valley
30000000,US,2009,Qtr 4,October,6,"Horror, Science Fiction, Thriller", English,28542494,58,Splice
70000000,US,2009,Qtr 4,October,9,"Adventure, Drama, History", English,38992292,70,Agora
150000000,US,2009,Qtr 4,October,16,"Animation, Action", English,434975080,70,Afro Samurai: Resurrection
20000000,US,2009,Qtr 4,October,16,"Horror, Thriller", English,29227561,58,The Stepfather
3000000,US,2009,Qtr 4,October,20,"Horror, Thriller", English,37753869,56,Wrong Turn 3: Left for Dead
10000000,US,2009,Qtr 4,October,22,"Action, Crime, Drama, Thriller", English,194243,60,Ninja
40000000,US,2009,Qtr 4,October,22,"Adventure, Drama", English,19756077,56,Amelia
56000004,US,2009,Qtr 4,October,22,drama, English,28748076,69,Pope Joan
40000000,US,2009,Qtr 4,October,23,"Adventure, Fantasy, Action, Thriller", English,39753957,58,Cirque du Freak: The Vampire's Assistant
127000000,US,2009,Qtr 4,October,27,"Animation, Family", English,325823442,66,Curious George 2: Follow That Monkey!
60000000,US,2009,Qtr 4,October,28,"Music, Documentary", English,261200000,72,This Is It
105000000,US,2009,Qtr 4,October,28,"TV Movie, Animation, Family, Comedy", English,718845506,58,Mutant Pumpkins from Outer Space
10000,US,2009,Qtr 4,November,6,"Comedy, Horror", English,10801446,56,Porn Star Zombies
10000000,US,2009,Qtr 4,November,6,"Mystery, Science Fiction, Thriller", English,49486874,63,The Fourth Kind
4500000,US,2009,Qtr 4,November,7,"Drama, Horror, Mystery, Thriller", English,2481925,62,After.Life
91000000,US,2009,Qtr 4,November,8,"Comedy, Animation, Adventure, TV Movie", English,1054685990,73,"Ed, Edd n Eddy's Big Picture Show"
101500000,US,2009,Qtr 4,November,16,"Family, Animation", English,635622084,65,Merry Madagascar
25000000,US,2009,Qtr 4,November,20,"Drama, Crime", English,10589102,61,Bad Lieutenant: Port of Call - New Orleans
101800000,US,2009,Qtr 4,November,21,"Animation, Science Fiction, Adventure", English,596912378,74,Turtles Forever
112200000,US,2009,Qtr 4,November,24,"Family, Adventure", English,328397514,59,Santa Buddies
40000000,US,2009,Qtr 4,November,25,adventure, English,146438118,62,Ben 10 Alien Swarm
7000000,US,2009,Qtr 4,December,4,comedy, English,5021219,53,American Pie Presents: The Book of Love
8460004,US,2009,Qtr 4,December,4,"Drama, Mystery, Thriller", English,101860,67,Cracks
204000000,US,2009,Qtr 4,December,9,"Adventure, Comedy, Animation, Family, Action, Thriller", English,562654854,73,Killer Bean Forever
90100000,US,2009,Qtr 4,December,18,documentary, English,414551647,71,Avatar: Scene Deconstruction
75600000,US,2009,Qtr 4,December,29,action, English,439951558,60,The Marine 2
37000000,US,2010,Qtr 1,January,1,horror, English,173567581,80,Creed
6900017.4,US,2010,Qtr 1,January,8,"Drama, Action, Comedy, Thriller, Crime", English,199436,47,Bitch Slap
19000000,US,2010,Qtr 1,January,8,"Romance, Comedy", English,32618920,69,Leap Year
1000000,US,2010,Qtr 1,January,28,"Thriller, Horror", English,20349255,60,The Final
